;iso3c;year;country.IDEA;Ticker;ID;blpi_tot_q;blpi_level;blpi_tot_miss;blpi_miss_pct;pf_tot_q;pf_level;pf_tot_miss;pf_miss_pct;rs_tot_q;rs_level;rs_tot_miss;rs_miss_pct;os_tot_q;os_level;os_tot_miss;os_miss_pct;idea_tot_q;idea_level;idea_tot_miss;blpi_pct;pf_pct;rs_pct;os_pct;idea_miss_pct;idea_pct;CoC;idea_pct_diff;CoC_diff;wb_region;wb_income;un_region_name;un_sub_region_name;un_intermediate._region_name;un_dev_devping;iso2c;country.wb;gini;lifeexpectancy;GDP;natres;ruralpop;tertiaryschool;region;capital;longitude;latitude;income;lending;country.fotp;FOTP;cname;fh_status;fh_fotpc;dr_sg;dr_eg;hf_trade;sgi_ecgf;fi_index;fi_index_cl;hf_business;hf_efiscore;hf_financ;hf_fiscal;country;wefji;
11;ALB;2006;Albania;ALB;2;16;0;0;0;6;0;0;0;5;0;0;0;8;0;0;0;32;0;0;0;0;0;0;0;0;-0.8188;0;-0.0739;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;76.28612195;8992642349;1.445447476;52.185;26.62043953;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;50;Albania;2;17;43.26753998;47.51593399;62.4;NA;7.16;7.29816969;54.3;60.3;70;81.2;Albania;2.585553573;134
12;ALB;2007;Albania;ALB;2;16;2;0;0;6;3;0;0;5;1;0;0;8;3;0;0;32;9;0;0.13;0.5;0.2;0.38;0;0.28;-0.6767;0.2813;0.1421;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;76.47029268;10701011897;2.063708375;51.098;30.65366936;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;50;Albania;2;18;44.3751297;52.20480728;73.2;NA;7.23;7.369520511;64.1;61.4;70;87.3;Albania;2.377609587;134
13;ALB;2008;Albania;ALB;2;16;2;0;0;6;3;0;0;5;1;0;0;8;3;0;0;32;9;0;0.13;0.5;0.2;0.38;0;0.28;-0.5451;0;0.1317;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;29.98;76.65207317;12881352688;1.676256838;50.009;32.07780075;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;50;Albania;2;18;44.80781555;57.50814819;75.8;NA;7.24;7.379713485;55.6;62.4;70;90.3;Albania;2.408067488;134
14;ALB;2009;Albania;ALB;2;16;2;0;0;6;3;0;0;5;1;0;0;8;3;0;0;32;9;0;0.13;0.5;0.2;0.38;0;0.28;-0.4931;0;0.052;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;76.84036585;12044212904;0.979418486;48.924;33.40074921;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;50;Albania;2;18;44.97197723;63.93873596;75.8;NA;7.32;7.46125728;67;63.7;70;92.8;Albania;2.936733311;134
15;ALB;2010;Albania;ALB;2;16;2;0;0;6;3;0;0;5;1;0;0;8;3;0;0;32;9;0;0.13;0.5;0.2;0.38;0;0.28;-0.4879;0;0.0052;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;77.03695122;11926953259;2.063466027;47.837;44.54064941;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;50;Albania;2;17;45.54110336;64.92909241;85.8;NA;7.37;7.512222152;68;66;70;92.6;Albania;3.259334995;134
16;ALB;2011;Albania;ALB;2;16;2;0;0;6;3;0;0;5;1;0;0;8;3;0;0;32;9;0;0.13;0.5;0.2;0.38;0;0.28;-0.6466;0;-0.1587;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;77.24058537;12890867539;3.531278127;46.753;49.67039871;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;50;Albania;2;17;44.94039536;62.44917297;79.8;NA;7.25;7.389906459;67.1;64;70;92.1;Albania;2.974478612;134
17;ALB;2012;Albania;ALB;2;16;2;0;0;6;3;0;0;5;1;0;0;8;3;0;0;32;9;0;0.13;0.5;0.2;0.38;0;0.28;-0.7034;0;-0.0569;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;28.96;77.44397561;12319784787;3.694511097;45.67;58.56549072;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;51;Albania;2;17;46.06480026;61.24803162;79.8;NA;7.21;7.32891686;78.2;65.1;70;91.4;Albania;2.581759003;134
18;ALB;2013;Albania;ALB;2;16;3;0;0;6;3;0;0;5;2;0;0;8;3;0;0;32;11;0;0.19;0.5;0.4;0.38;0;0.34;-0.7015;0.0625;0.0019;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;77.64046341;12781029644;3.725205925;44.617;62.54776001;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;49;Albania;2;17;47.20831299;56.50601196;79.8;NA;7.27;7.369576593;81;65.2;70;92.6;Albania;2.33217275;134
19;ALB;2014;Albania;ALB;2;16;3;0;0;6;3;0;0;5;2;0;0;8;3;0;0;32;11;0;0.19;0.5;0.4;0.38;0;0.34;-0.5529;0;0.1486;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;77.83046341;13219857459;3.629708069;43.591;62.70684814;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;49;Albania;2;17;NA;NA;87.5;NA;7.4;7.501357192;78.1;66.9;70;92.7;Albania;2.479277131;134
20;ALB;2015;Albania;ALB;2;16;9;0;0;6;4;0;0;5;3;0;0;8;6;0;0;32;22;0;0.56;0.67;0.6;0.75;0;0.69;-0.444;0.3438;0.1089;Europe & Central Asia;Upper middle income;Europe;Southern Europe;Southern Europe;Developed;AL;Albania;NA;NA;11398392444;1.773939723;42.593;NA;Europe & Central Asia (all income levels);Tirane;19.8172;41.3317;Upper middle income;IBRD;Albania;49;Albania;2;18;NA;NA;87.8;NA;NA;NA;70.6;65.7;70;87.2;Albania;2.635420443;134
21;ARG;2006;Argentina;ARG;79;16;0;0;0;5;0;1;0.17;4;0;1;0.2;7;0;1;0.13;29;0;3;0;0;0;0;0.09;0;-0.3726;0;0.0566;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;48.26;74.84990244;2.34E+11;5.886096027;9.734;66.83110046;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;45;Argentina;1;16;49.30462646;45.87259674;67.4;NA;6.11;6.090007009;62.9;53.4;30;71.5;Argentina;2.199652975;134
22;ARG;2007;Argentina;ARG;79;16;0;0;0;5;0;1;0.17;4;0;1;0.2;7;0;1;0.13;29;0;3;0;0;0;0;0.09;0;-0.3746;0;-0.002;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;47.37;75.00904878;2.89E+11;4.892849001;9.555;66.35090637;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;49;Argentina;1;15;49.07970428;44.53264236;61.4;NA;6.22;6.199647069;63.9;54;40;70.7;Argentina;2.173863543;134
23;ARG;2008;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.4738;0.5517;-0.0992;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;46.27;75.16626829;3.63E+11;5.028892449;9.378;68.14135742;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;47;Argentina;1;15;52.34151459;41.02697372;69.6;NA;6.01;5.990334226;63.7;54.2;40;70.5;Argentina;2.211150152;134
24;ARG;2009;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.5029;0;-0.029;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;45.27;75.32456098;3.34E+11;2.864463849;9.205;70.53328705;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;49;Argentina;1;15;52.32194901;39.17131805;70;NA;5.97;5.950465113;62.1;52.3;40;70.3;Argentina;2.409345555;134
25;ARG;2010;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.4126;0;0.0902;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;44.5;75.48497561;4.26E+11;3.121310698;9.034;73.93920135;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;49;Argentina;1;16;52.39871216;38.23744202;69.5;NA;5.74;5.721217713;62.1;51.2;30;69.5;Argentina;2.562682542;134
26;ARG;2011;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.4021;0;0.0106;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;43.57;75.64904878;5.33E+11;3.674169146;8.867;77.45388794;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;51;Argentina;1;16;52.56053162;35.56711578;69.5;NA;5.67;5.651446765;62.4;51.7;30;68.7;Argentina;2.579641579;134
27;ARG;2012;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.4918;0;-0.0897;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;42.49;75.8162439;5.49E+11;3.456836196;8.705;78.9728775;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;50;Argentina;1;16;52.55347824;34.82290649;67.6;NA;5.15;5.133148296;61;48;30;65.5;Argentina;2.274042405;134
28;ARG;2013;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.4628;0;0.029;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;42.28;75.98609756;5.54E+11;2.965580361;8.548;79.98670197;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;52;Argentina;1;16;52.41547775;34.48707962;67.6;NA;5.01;4.993606401;60.1;46.7;30;64.3;Argentina;2.376334898;134
29;ARG;2014;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.5807;0;-0.118;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;42.67;76.15860976;5.30E+11;2.93114685;8.396;NA;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;51;Argentina;1;16;NA;NA;68.9;NA;4.81;4.794260836;53.9;44.6;30;63.5;Argentina;2.29284509;134
30;ARG;2015;Argentina;ARG;79;16;8;0;0;5;2;1;0.17;4;1;1;0.2;7;5;1;0.13;29;16;3;0.5;0.4;0.25;0.71;0.09;0.55;-0.5869;0;-0.0061;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;AR;Argentina;NA;NA;5.83E+11;1.186458437;8.249;NA;Latin America & Caribbean (all income levels);Buenos Aires;-58.4173;-34.6118;Upper middle income;IBRD;Argentina;51;Argentina;1;16;NA;NA;68.8;NA;NA;NA;52.8;44.1;30;66.8;Argentina;2.438000054;134
31;ARM;2006;Armenia;ARM;3;16;5;0;0;6;2;0;0;5;0;0;0;8;3;0;0;32;10;0;0.31;0.33;0;0.38;0;0.31;-0.5896;0;0.0431;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;32.49;73.54826829;6384451606;1.788808562;35.85;41.76501846;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;64;Armenia;2;20;44.83148956;63.98204422;80.6;NA;7.46;NA;77.6;70.6;70;90;Armenia;2.209307582;134
32;ARM;2007;Armenia;ARM;3;16;5;0;0;6;2;0;0;5;0;0;0;8;3;0;0;32;10;0;0.31;0.33;0;0.38;0;0.31;-0.6765;0;-0.0869;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;29.83;73.76465854;9206301700;1.297041924;35.883;44.3306694;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;64;Armenia;2;20;44.63440704;61.05036926;85.6;NA;7.43;NA;80.8;68.6;70;89.7;Armenia;2.310227565;134
33;ARM;2008;Armenia;ARM;3;16;5;0;0;6;2;0;0;5;0;0;0;8;3;0;0;32;10;0;0.31;0.33;0;0.38;0;0.31;-0.6346;0;0.0418;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;30.71;73.945;11662040714;1.294546362;36.003;46.59685135;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;66;Armenia;2;20;45.5569458;59.34402084;85;NA;7.6;NA;81.3;69.9;70;89;Armenia;2.277225709;134
34;ARM;2009;Armenia;ARM;3;16;5;0;0;6;2;0;0;5;0;0;0;8;3;0;0;32;10;0;0.31;0.33;0;0.38;0;0.31;-0.5563;0;0.0784;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;29.58;74.09582927;8647936748;1.656626805;36.211;49.14133835;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;68;Armenia;2;20;44.75947189;63.87998962;86.4;NA;7.56;NA;83.7;69.9;70;90;Armenia;2.257588326;134
35;ARM;2010;Armenia;ARM;3;16;5;0;0;6;2;0;0;5;0;0;0;8;3;0;0;32;10;0;0.31;0.33;0;0.38;0;0.31;-0.6497;0;-0.0934;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;31.07;74.22634146;9260284938;2.992090322;36.42;50.64429855;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;66;Armenia;2;20;45.93683624;65.29936218;80.5;NA;7.55;NA;83.4;69.2;70;89.3;Armenia;2.62444025;134
36;ARM;2011;Armenia;ARM;3;16;11;0;0;6;4;0;0;5;4;0;0;8;6;0;0;32;25;0;0.69;0.67;0.8;0.75;0;0.78;-0.5958;0.4688;0.0539;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;31.32;74.34282927;10142111334;3.972322996;36.629;51.00141907;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;65;Armenia;2;20;45.21944046;63.94357681;85.5;NA;7.71;NA;82.4;69.7;70;89.2;Armenia;2.803489651;134
37;ARM;2012;Armenia;ARM;3;16;11;0;0;6;4;0;0;5;4;0;0;8;6;0;0;32;25;0;0.69;0.67;0.8;0.75;0;0.78;-0.5231;0;0.0727;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;30.48;74.45209756;10619320049;3.99123581;36.839;43.9144783;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;65;Armenia;2;20;44.76286316;64.06858826;85.4;NA;7.75;NA;87.8;68.8;70;89.3;Armenia;2.800492411;134
38;ARM;2013;Armenia;ARM;3;16;11;0;0;6;4;0;0;5;4;0;0;8;6;0;0;32;25;0;0.69;0.67;0.8;0.75;0;0.78;-0.4618;0;0.0613;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;31.54;74.56136585;11121465767;3.43830975;37.025;43.31090164;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;61;Armenia;2;20;44.22456741;69.70155334;85.4;NA;7.7;NA;87.6;69.4;70;88;Armenia;2.950677267;134
39;ARM;2014;Armenia;ARM;3;16;11;0;0;6;4;0;0;5;4;0;0;8;6;0;0;32;25;0;0.69;0.67;0.8;0.75;0;0.78;-0.4409;0;0.021;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;31.48;74.67570732;11609512940;3.588141051;37.188;44.25460815;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;62;Armenia;2;20;NA;NA;85.5;NA;7.71;NA;83.1;68.9;70;86.5;Armenia;2.91979074;134
40;ARM;2015;Armenia;ARM;3;16;11;0;0;6;4;0;0;5;4;0;0;8;6;0;0;32;25;0;0.69;0.67;0.8;0.75;0;0.78;-0.4514;0;-0.0105;Europe & Central Asia;Lower middle income;Asia;Western Asia;Western Asia;Developing;AM;Armenia;NA;NA;10529182498;3.485905453;37.327;NA;Europe & Central Asia (all income levels);Yerevan;44.509;40.1596;Lower middle income;Blend;Armenia;61;Armenia;2;20;NA;NA;85.4;NA;NA;NA;82.7;67.1;70;84.4;Armenia;2.961280282;134
41;AUS;2006;Australia;AUS;5;16;0;0;0;6;0;0;0;5;1;0;0;8;1;0;0;32;2;0;0;0;0.2;0.13;0;0.06;1.9948;0;0.0207;East Asia & Pacific;High income;Oceania;Australia and New Zealand;Australia and New Zealand;Developed;AU;Australia;NA;81.04146341;7.47E+11;6.402337293;11.85;71.48291779;East Asia & Pacific (all income levels);Canberra;149.129;-35.282;High income: OECD;Not classified;Australia;19;Australia;1;6;84.84734344;77.29080963;77.4;NA;8.11;8.27132404;90.9;79.9;90;58.9;Australia;6.179066566;134
42;AUS;2007;Australia;AUS;5;16;0;0;0;6;1;0;0;5;1;0;0;8;1;0;0;32;3;0;0;0.17;0.2;0.13;0;0.09;2.0458;0.0313;0.0511;East Asia & Pacific;High income;Oceania;Australia and New Zealand;Australia and New Zealand;Developed;AU;Australia;NA;81.29268293;8.53E+11;8.220645875;11.702;72.51995087;East Asia & Pacific (all income levels);Canberra;149.129;-35.282;High income: OECD;Not classified;Australia;21;Australia;1;7;84.63661957;78.0501709;83.8;NA;8.15;8.31211972;89.1;81.1;90;59.5;Australia;6.398781006;134
43;AUS;2008;Australia;AUS;5;16;0;0;0;6;1;0;0;5;2;0;0;8;1;0;0;32;4;0;0;0.17;0.4;0.13;0;0.13;2.0728;0.0313;0.0269;East Asia & Pacific;High income;Oceania;Australia and New Zealand;Australia and New Zealand;Developed;AU;Australia;35.63;81.39512195;1.05E+12;10.24956404;11.555;72.91854095;East Asia & Pacific (all income levels);Canberra;149.129;-35.282;High income: OECD;Not classified;Australia;21;Australia;1;7;84.22910309;73.16911316;83.8;NA;8.05;8.210130521;90.3;82.2;90;59.2;Australia;6.449972476;134
44;AUS;2009;Australia;AUS;5;16;0;0;0;6;1;0;0;5;2;0;0;8;1;0;0;32;4;0;0;0.17;0.4;0.13;0;0.13;2.0784;0;0.0056;East Asia & Pacific;High income;Oceania;Australia and New Zealand;Australia and New Zealand;Developed;AU;Australia;NA;81.54390244;9.27E+11;6.468842322;11.41;76.76537323;East Asia & Pacific (all income levels);Canberra;149.129;-35.282;High income: OECD;Not classified;Australia;22;Australia;1;7;84.14011383;77.00296021;84.8;NA;7.94;8.097942402;90.5;82.6;90;61.4;Australia;6.444120613;134
45;AUS;2010;Australia;AUS;5;16;0;0;0;6;1;0;0;5;2;0;0;8;1;0;0;32;4;0;0;0.17;0.4;0.13;0;0.13;2.0441;0;-0.0342;East Asia & Pacific;High income;Oceania;Australia and New Zealand;Australia and New Zealand;Developed;AU;Australia;34.94;81.69512195;1.14E+12;9.570981833;11.267;80.91708374;East Asia & Pacific (all income levels);Canberra;149.129;-35.282;High income: OECD;Not classified;Australia;22;Australia;1;7;84.20240021;77.37258148;85.1;NA;7.94;8.097942402;90.3;82.6;90;61.4;Australia;6.275162929;134
46;AUS;2011;Australia;AUS;5;16;0;0;0;6;2;0;0;5;2;0;0;8;6;0;0;32;10;0;0;0.33;0.4;0.75;0;0.31;2.0802;0.1875;0.0361;East Asia & Pacific;High income;Oceania;Australia and New Zealand;Australia and New Zealand;Developed;AU;Australia;NA;81.89512195;1.39E+12;10.54995733;11.125;83.47075653;East Asia & Pacific (all income levels);Canberra;149.129;-35.282;High income: OECD;Not classified;Australia;21;Australia;1;7;83.75961304;78.30216217;84.4;NA;7.93;8.087743482;90.1;82.5;90;61.3;Australia;6.118569346;134
