"","country","Ticker","ID","year","blpi_tot_q","blpi_level","blpi_tot_miss","blpi_miss_pct","pf_tot_q","pf_level","pf_tot_miss","pf_miss_pct","rs_tot_q","rs_level","rs_tot_miss","rs_miss_pct","os_tot_q","os_level","os_tot_miss","os_miss_pct","idea_tot_q","idea_level","idea_tot_miss","blpi_pct","pf_pct","rs_pct","os_pct","idea_miss_pct","idea_pct","CoC","idea_pct_diff","CoC_diff","wb_region","wb_income","un_region_name","un_sub_region_name","un_intermediate._region_name","un_dev_devping","iso3c"
"19","Andorra","AND",78,2014,16,13,0,0,5,2,1,0.17,4,1,1,0.2,7,6,1,0.13,29,22,3,0.81,0.4,0.25,0.86,0.09,0.76,1.2517,0.5172,"-0.0441","Europe & Central Asia","High income","Europe","Southern Europe","Southern Europe","Developed","AND"
"20","Andorra","AND",78,2015,16,13,0,0,5,2,1,0.17,4,1,1,0.2,7,6,1,0.13,29,22,3,0.81,0.4,0.25,0.86,0.09,0.76,1.246,0,"-0.0057","Europe & Central Asia","High income","Europe","Southern Europe","Southern Europe","Developed","AND"
"21","Afghanistan","AFG",1,1996,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,-1.8468,NA,"","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"22","Afghanistan","AFG",1,1997,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,NA,0,"","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"23","Afghanistan","AFG",1,1998,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,-1.8363,0,"0.0106","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"24","Afghanistan","AFG",1,1999,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,NA,0,"","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"25","Afghanistan","AFG",1,2000,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,-1.9138,0,"-0.0775","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"26","Afghanistan","AFG",1,2001,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,NA,0,"","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"27","Afghanistan","AFG",1,2002,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,-1.4264,0,"0.4874","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"28","Afghanistan","AFG",1,2003,16,8,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,10,0,0.5,0,0.2,0.13,0,0.31,-1.5469,0,"-0.1205","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"29","Afghanistan","AFG",1,2004,16,10,0,0,6,0,0,0,5,1,0,0,8,3,0,0,32,14,0,0.63,0,0.2,0.38,0,0.44,-1.4243,0.125,"0.1225","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"30","Afghanistan","AFG",1,2005,16,10,0,0,6,0,0,0,5,1,0,0,8,3,0,0,32,14,0,0.63,0,0.2,0.38,0,0.44,-1.4592,0,"-0.0349","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"31","Afghanistan","AFG",1,2006,16,10,0,0,6,0,0,0,5,1,0,0,8,3,0,0,32,14,0,0.63,0,0.2,0.38,0,0.44,-1.423,0,"0.0362","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"32","Afghanistan","AFG",1,2007,16,10,0,0,6,0,0,0,5,1,0,0,8,3,0,0,32,14,0,0.63,0,0.2,0.38,0,0.44,-1.5854,0,"-0.1624","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"33","Afghanistan","AFG",1,2008,16,14,0,0,6,0,0,0,5,1,0,0,8,4,0,0,32,19,0,0.88,0,0.2,0.5,0,0.59,-1.641,0.1563,"-0.0557","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"34","Afghanistan","AFG",1,2009,16,14,0,0,6,0,0,0,5,1,0,0,8,4,0,0,32,19,0,0.88,0,0.2,0.5,0,0.59,-1.5151,0,"0.1259","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"35","Afghanistan","AFG",1,2010,16,14,0,0,6,1,0,0,5,2,0,0,8,6,0,0,32,23,0,0.88,0.17,0.4,0.75,0,0.72,-1.6265,0.125,"-0.1114","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"36","Afghanistan","AFG",1,2011,16,14,0,0,6,1,0,0,5,2,0,0,8,6,0,0,32,23,0,0.88,0.17,0.4,0.75,0,0.72,-1.5498,0,"0.0767","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"37","Afghanistan","AFG",1,2012,16,14,0,0,6,1,0,0,5,2,0,0,8,6,0,0,32,23,0,0.88,0.17,0.4,0.75,0,0.72,-1.4005,0,"0.1493","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"38","Afghanistan","AFG",1,2013,16,14,0,0,6,2,0,0,5,2,0,0,8,6,0,0,32,24,0,0.88,0.33,0.4,0.75,0,0.75,-1.4327,0.0313,"-0.0322","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"39","Afghanistan","AFG",1,2014,16,14,0,0,6,2,0,0,5,2,0,0,8,6,0,0,32,24,0,0.88,0.33,0.4,0.75,0,0.75,-1.3312,0,"0.1015","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"40","Afghanistan","AFG",1,2015,16,14,0,0,6,2,0,0,5,2,0,0,8,6,0,0,32,24,0,0.88,0.33,0.4,0.75,0,0.75,-1.3404,0,"-0.0092","South Asia","Low income","Asia","Southern Asia","Southern Asia","Developing","AFG"
"41","Angola","AGO",28,1996,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,-1.1581,NA,"","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"42","Angola","AGO",28,1997,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,NA,0,"","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"43","Angola","AGO",28,1998,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,-1.3189,0,"-0.1608","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"44","Angola","AGO",28,1999,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,NA,0,"","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"45","Angola","AGO",28,2000,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,-1.5167,0,"-0.1978","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"46","Angola","AGO",28,2001,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,NA,0,"","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"47","Angola","AGO",28,2002,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,-1.1369,0,"0.3798","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"48","Angola","AGO",28,2003,16,0,0,0,5,0,1,0.17,5,0,0,0,8,0,0,0,31,0,1,0,0,0,0,0.03,0,-1.3038,0,"-0.1669","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"49","Angola","AGO",28,2004,16,0,0,0,5,2,1,0.17,5,1,0,0,8,1,0,0,31,4,1,0,0.4,0.2,0.13,0.03,0.13,-1.2811,0.129,"0.0227","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"50","Angola","AGO",28,2005,16,0,0,0,5,2,1,0.17,5,1,0,0,8,1,0,0,31,4,1,0,0.4,0.2,0.13,0.03,0.13,-1.3284,0,"-0.0473","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"51","Angola","AGO",28,2006,16,0,0,0,5,2,1,0.17,5,1,0,0,8,1,0,0,31,4,1,0,0.4,0.2,0.13,0.03,0.13,-1.1833,0,"0.1452","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"52","Angola","AGO",28,2007,16,0,0,0,5,2,1,0.17,5,1,0,0,8,1,0,0,31,4,1,0,0.4,0.2,0.13,0.03,0.13,-1.2939,0,"-0.1106","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"53","Angola","AGO",28,2008,16,0,0,0,5,2,1,0.17,5,1,0,0,8,1,0,0,31,4,1,0,0.4,0.2,0.13,0.03,0.13,-1.2814,0,"0.0125","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"54","Angola","AGO",28,2009,16,0,0,0,5,2,1,0.17,5,1,0,0,8,1,0,0,31,4,1,0,0.4,0.2,0.13,0.03,0.13,-1.4184,0,"-0.1369","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"55","Angola","AGO",28,2010,16,0,0,0,5,2,1,0.17,5,1,0,0,8,1,0,0,31,4,1,0,0.4,0.2,0.13,0.03,0.13,-1.3194,0,"0.0990","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"56","Angola","AGO",28,2011,16,5,0,0,5,3,1,0.17,5,2,0,0,8,6,0,0,31,16,1,0.31,0.6,0.4,0.75,0.03,0.52,-1.3373,0.3871,"-0.0179","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"57","Angola","AGO",28,2012,16,5,0,0,5,3,1,0.17,5,2,0,0,8,6,0,0,31,16,1,0.31,0.6,0.4,0.75,0.03,0.52,-1.2928,0,"0.0445","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"58","Angola","AGO",28,2013,16,5,0,0,5,3,1,0.17,5,2,0,0,8,6,0,0,31,16,1,0.31,0.6,0.4,0.75,0.03,0.52,-1.3274,0,"-0.0346","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"59","Angola","AGO",28,2014,16,5,0,0,5,3,1,0.17,5,2,0,0,8,6,0,0,31,16,1,0.31,0.6,0.4,0.75,0.03,0.52,-1.4526,0,"-0.1252","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"60","Angola","AGO",28,2015,16,5,0,0,5,3,1,0.17,5,2,0,0,8,6,0,0,31,16,1,0.31,0.6,0.4,0.75,0.03,0.52,-1.3969,0,"0.0557","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","AGO"
"61","Albania","ALB",2,1996,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-1.091,NA,"","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"62","Albania","ALB",2,1997,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,NA,0,"","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"63","Albania","ALB",2,1998,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-1.0086,0,"0.0824","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"64","Albania","ALB",2,1999,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,NA,0,"","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"65","Albania","ALB",2,2000,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.8245,0,"0.1841","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"66","Albania","ALB",2,2001,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,NA,0,"","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"67","Albania","ALB",2,2002,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.8568,0,"-0.0323","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"68","Albania","ALB",2,2003,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.7688,0,"0.0880","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"69","Albania","ALB",2,2004,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.6717,0,"0.0971","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"70","Albania","ALB",2,2005,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.7449,0,"-0.0733","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"71","Albania","ALB",2,2006,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.8188,0,"-0.0739","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"72","Albania","ALB",2,2007,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.6767,0.2813,"0.1421","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"73","Albania","ALB",2,2008,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.5451,0,"0.1317","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"74","Albania","ALB",2,2009,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.4931,0,"0.0520","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"75","Albania","ALB",2,2010,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.4879,0,"0.0052","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"76","Albania","ALB",2,2011,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.6466,0,"-0.1587","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"77","Albania","ALB",2,2012,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.7034,0,"-0.0569","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"78","Albania","ALB",2,2013,16,3,0,0,6,3,0,0,5,2,0,0,8,3,0,0,32,11,0,0.19,0.5,0.4,0.38,0,0.34,-0.7015,0.0625,"0.0019","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"79","Albania","ALB",2,2014,16,3,0,0,6,3,0,0,5,2,0,0,8,3,0,0,32,11,0,0.19,0.5,0.4,0.38,0,0.34,-0.5529,0,"0.1486","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"80","Albania","ALB",2,2015,16,9,0,0,6,4,0,0,5,3,0,0,8,6,0,0,32,22,0,0.56,0.67,0.6,0.75,0,0.69,-0.444,0.3438,"0.1089","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","ALB"
"81","Argentina","ARG",79,1996,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.2127,NA,"","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"82","Argentina","ARG",79,1997,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,NA,0,"","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"83","Argentina","ARG",79,1998,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.1842,0,"0.0286","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"84","Argentina","ARG",79,1999,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,NA,0,"","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"85","Argentina","ARG",79,2000,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.3381,0,"-0.1539","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"86","Argentina","ARG",79,2001,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,NA,0,"","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"87","Argentina","ARG",79,2002,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.5139,0,"-0.1758","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"88","Argentina","ARG",79,2003,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.5224,0,"-0.0085","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"89","Argentina","ARG",79,2004,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.454,0,"0.0684","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"90","Argentina","ARG",79,2005,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.4292,0,"0.0248","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"91","Argentina","ARG",79,2006,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.3726,0,"0.0566","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"92","Argentina","ARG",79,2007,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.3746,0,"-0.0020","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"93","Argentina","ARG",79,2008,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4738,0.5517,"-0.0992","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"94","Argentina","ARG",79,2009,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.5029,0,"-0.0290","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"95","Argentina","ARG",79,2010,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4126,0,"0.0902","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"96","Argentina","ARG",79,2011,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4021,0,"0.0106","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"97","Argentina","ARG",79,2012,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4918,0,"-0.0897","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"98","Argentina","ARG",79,2013,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4628,0,"0.0290","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"99","Argentina","ARG",79,2014,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.5807,0,"-0.1180","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"100","Argentina","ARG",79,2015,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.5869,0,"-0.0061","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","ARG"
"101","Armenia","ARM",3,1996,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.4727,NA,"","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","ARM"
