"","iso3c","year","country.IDEA","Ticker","ID","blpi_tot_q","blpi_level","blpi_tot_miss","blpi_miss_pct","pf_tot_q","pf_level","pf_tot_miss","pf_miss_pct","rs_tot_q","rs_level","rs_tot_miss","rs_miss_pct","os_tot_q","os_level","os_tot_miss","os_miss_pct","idea_tot_q","idea_level","idea_tot_miss","blpi_pct","pf_pct","rs_pct","os_pct","idea_miss_pct","idea_pct","CoC","idea_pct_diff","CoC_diff","wb_region","wb_income","un_region_name","un_sub_region_name","un_intermediate._region_name","un_dev_devping","iso2c","country.wb","gini","lifeexpectancy","GDP","natres","ruralpop","tertiaryschool","region","capital","longitude","latitude","income","lending","country.fotp","FOTP","cname","fh_status","fh_fotpc","dr_sg","dr_eg","hf_trade","sgi_ecgf","fi_index","fi_index_cl","hf_business","hf_efiscore","hf_financ","hf_fiscal","country","wefji"
"11","ALB",2006,"Albania","ALB",2,16,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,-0.8188,0,"-0.0739","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,76.2861219512195,8992642348.95796,1.44544747556236,52.185,26.6204395294189,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",50,"Albania",2,17,43.2675399780273,47.5159339904785,62.4,NA,7.16,7.29816968985263,54.3,60.3,70,81.2,"Albania",2.58555357253847
"12","ALB",2007,"Albania","ALB",2,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.6767,0.2813,"0.1421","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,76.4702926829268,10701011896.7708,2.06370837486749,51.098,30.6536693572998,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",50,"Albania",2,18,44.375129699707,52.2048072814941,73.2,NA,7.23,7.36952051073988,64.1,61.4,70,87.3,"Albania",2.37760958688111
"13","ALB",2008,"Albania","ALB",2,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.5451,0,"0.1317","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",29.98,76.6520731707317,12881352687.7773,1.67625683800581,50.009,32.0778007507324,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",50,"Albania",2,18,44.8078155517578,57.5081481933594,75.8,NA,7.24,7.37971348506484,55.6,62.4,70,90.3,"Albania",2.40806748763103
"14","ALB",2009,"Albania","ALB",2,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.4931,0,"0.0520","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,76.8403658536586,12044212903.8168,0.979418486113789,48.924,33.400749206543,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",50,"Albania",2,18,44.9719772338867,63.9387359619141,75.8,NA,7.32,7.46125728037686,67,63.7,70,92.8,"Albania",2.9367333106383
"15","ALB",2010,"Albania","ALB",2,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.4879,0,"0.0052","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,77.0369512195122,11926953258.916,2.06346602713659,47.837,44.5406494140625,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",50,"Albania",2,17,45.5411033630371,64.9290924072266,85.8,NA,7.37,7.51222215240796,68,66,70,92.6,"Albania",3.25933499459459
"16","ALB",2011,"Albania","ALB",2,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.6466,0,"-0.1587","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,77.2405853658537,12890867538.5302,3.53127812690259,46.753,49.6703987121582,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",50,"Albania",2,17,44.9403953552246,62.4491729736328,79.8,NA,7.25,7.38990645918843,67.1,64,70,92.1,"Albania",2.97447861219512
"17","ALB",2012,"Albania","ALB",2,16,2,0,0,6,3,0,0,5,1,0,0,8,3,0,0,32,9,0,0.13,0.5,0.2,0.38,0,0.28,-0.7034,0,"-0.0569","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",28.96,77.4439756097561,12319784787.2987,3.69451109715524,45.67,58.5654907226563,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",51,"Albania",2,17,46.0648002624512,61.2480316162109,79.8,NA,7.21,7.32891685969954,78.2,65.1,70,91.4,"Albania",2.581759003125
"18","ALB",2013,"Albania","ALB",2,16,3,0,0,6,3,0,0,5,2,0,0,8,3,0,0,32,11,0,0.19,0.5,0.4,0.38,0,0.34,-0.7015,0.0625,"0.0019","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,77.6404634146342,12781029643.5936,3.7252059251282,44.617,62.5477600097656,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",49,"Albania",2,17,47.2083129882812,56.5060119628906,79.8,NA,7.27,7.36957659252215,81,65.2,70,92.6,"Albania",2.33217275
"19","ALB",2014,"Albania","ALB",2,16,3,0,0,6,3,0,0,5,2,0,0,8,3,0,0,32,11,0,0.19,0.5,0.4,0.38,0,0.34,-0.5529,0,"0.1486","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,77.8304634146342,13219857459.1009,3.62970806946325,43.591,62.7068481445313,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",49,"Albania",2,17,NA,NA,87.5,NA,7.4,7.50135719173505,78.1,66.9,70,92.7,"Albania",2.47927713110447
"20","ALB",2015,"Albania","ALB",2,16,9,0,0,6,4,0,0,5,3,0,0,8,6,0,0,32,22,0,0.56,0.67,0.6,0.75,0,0.69,-0.444,0.3438,"0.1089","Europe & Central Asia","Upper middle income","Europe","Southern Europe","Southern Europe","Developed","AL","Albania",NA,NA,11398392444.316,1.77393972257861,42.593,NA,"Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD","Albania",49,"Albania",2,18,NA,NA,87.8,NA,NA,NA,70.6,65.7,70,87.2,"Albania",2.63542044279459
"21","ARG",2006,"Argentina","ARG",79,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.3726,0,"0.0566","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",48.26,74.8499024390244,233581686065.467,5.88609602665096,9.73399999999999,66.8311004638672,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",45,"Argentina",1,16,49.3046264648438,45.8725967407227,67.4,NA,6.11,6.09000700860667,62.9,53.4,30,71.5,"Argentina",2.19965297531005
"22","ARG",2007,"Argentina","ARG",79,16,0,0,0,5,0,1,0.17,4,0,1,0.2,7,0,1,0.13,29,0,3,0,0,0,0,0.09,0,-0.3746,0,"-0.0020","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",47.37,75.0090487804878,288833322724.044,4.89284900053161,9.55500000000001,66.3509063720703,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",49,"Argentina",1,15,49.079704284668,44.532642364502,61.4,NA,6.22,6.19964706921662,63.9,54,40,70.7,"Argentina",2.173863542612
"23","ARG",2008,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4738,0.5517,"-0.0992","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",46.27,75.1662682926829,363137495039.856,5.02889244917073,9.378,68.141357421875,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",47,"Argentina",1,15,52.3415145874023,41.0269737243652,69.6,NA,6.01,5.9903342259474,63.7,54.2,40,70.5,"Argentina",2.21115015157582
"24","ARG",2009,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.5029,0,"-0.0290","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",45.27,75.3245609756098,334490355492.26,2.86446384928087,9.205,70.5332870483398,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",49,"Argentina",1,15,52.321949005127,39.1713180541992,70,NA,5.97,5.95046511286372,62.1,52.3,40,70.3,"Argentina",2.40934555481928
"25","ARG",2010,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4126,0,"0.0902","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",44.5,75.4849756097561,425916078731.8,3.12131069762483,9.03400000000001,73.9392013549805,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",49,"Argentina",1,16,52.3987121582031,38.2374420166016,69.5,NA,5.74,5.72121771310982,62.1,51.2,30,69.5,"Argentina",2.56268254232804
"26","ARG",2011,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4021,0,"0.0106","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",43.57,75.6490487804878,533200293249.748,3.6741691455759,8.867,77.4538879394531,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",51,"Argentina",1,16,52.5605316162109,35.5671157836914,69.5,NA,5.67,5.65144676529051,62.4,51.7,30,68.7,"Argentina",2.57964157894737
"27","ARG",2012,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4918,0,"-0.0897","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",42.49,75.816243902439,548934618735.756,3.4568361962885,8.705,78.9728775024414,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",50,"Argentina",1,16,52.5534782409668,34.8229064941406,67.6,NA,5.15,5.13314829642554,61,48,30,65.5,"Argentina",2.27404240540541
"28","ARG",2013,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.4628,0,"0.0290","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",42.28,75.9860975609756,554155198994.424,2.96558036088973,8.548,79.986701965332,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",52,"Argentina",1,16,52.4154777526855,34.4870796203613,67.6,NA,5.01,4.99360640089177,60.1,46.7,30,64.3,"Argentina",2.37633489819004
"29","ARG",2014,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.5807,0,"-0.1180","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",42.67,76.1586097560976,529726189460.922,2.93114685005887,8.396,NA,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",51,"Argentina",1,16,NA,NA,68.9,NA,4.81,4.79426083589021,53.9,44.6,30,63.5,"Argentina",2.29284509026549
"30","ARG",2015,"Argentina","ARG",79,16,8,0,0,5,2,1,0.17,4,1,1,0.2,7,5,1,0.13,29,16,3,0.5,0.4,0.25,0.71,0.09,0.55,-0.5869,0,"-0.0061","Latin America & Caribbean","Upper middle income","Americas","Latin America and the Caribbean","South America","Developing","AR","Argentina",NA,NA,583168571071.407,1.18645843687936,8.249,NA,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD","Argentina",51,"Argentina",1,16,NA,NA,68.8,NA,NA,NA,52.8,44.1,30,66.8,"Argentina",2.43800005435944
"31","ARM",2006,"Armenia","ARM",3,16,5,0,0,6,2,0,0,5,0,0,0,8,3,0,0,32,10,0,0.31,0.33,0,0.38,0,0.31,-0.5896,0,"0.0431","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",32.49,73.5482682926829,6384451606.1421,1.78880856204291,35.85,41.7650184631348,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",64,"Armenia",2,20,44.8314895629883,63.9820442199707,80.6,NA,7.46,NA,77.6,70.6,70,90,"Armenia",2.2093075815729
"32","ARM",2007,"Armenia","ARM",3,16,5,0,0,6,2,0,0,5,0,0,0,8,3,0,0,32,10,0,0.31,0.33,0,0.38,0,0.31,-0.6765,0,"-0.0869","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",29.83,73.7646585365854,9206301700.39619,1.29704192440354,35.883,44.3306694030762,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",64,"Armenia",2,20,44.634407043457,61.0503692626953,85.6,NA,7.43,NA,80.8,68.6,70,89.7,"Armenia",2.31022756509211
"33","ARM",2008,"Armenia","ARM",3,16,5,0,0,6,2,0,0,5,0,0,0,8,3,0,0,32,10,0,0.31,0.33,0,0.38,0,0.31,-0.6346,0,"0.0418","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",30.71,73.945,11662040713.8753,1.29454636169861,36.003,46.596851348877,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",66,"Armenia",2,20,45.5569458007812,59.3440208435059,85,NA,7.6,NA,81.3,69.9,70,89,"Armenia",2.27722570897646
"34","ARM",2009,"Armenia","ARM",3,16,5,0,0,6,2,0,0,5,0,0,0,8,3,0,0,32,10,0,0.31,0.33,0,0.38,0,0.31,-0.5563,0,"0.0784","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",29.58,74.0958292682927,8647936747.98704,1.65662680462871,36.211,49.1413383483887,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",68,"Armenia",2,20,44.7594718933105,63.8799896240234,86.4,NA,7.56,NA,83.7,69.9,70,90,"Armenia",2.25758832634731
"35","ARM",2010,"Armenia","ARM",3,16,5,0,0,6,2,0,0,5,0,0,0,8,3,0,0,32,10,0,0.31,0.33,0,0.38,0,0.31,-0.6497,0,"-0.0934","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",31.07,74.2263414634146,9260284937.79782,2.99209032217788,36.42,50.6442985534668,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",66,"Armenia",2,20,45.9368362426758,65.2993621826172,80.5,NA,7.55,NA,83.4,69.2,70,89.3,"Armenia",2.62444025
"36","ARM",2011,"Armenia","ARM",3,16,11,0,0,6,4,0,0,5,4,0,0,8,6,0,0,32,25,0,0.69,0.67,0.8,0.75,0,0.78,-0.5958,0.4688,"0.0539","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",31.32,74.3428292682927,10142111334.4961,3.97232299576262,36.629,51.0014190673828,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",65,"Armenia",2,20,45.2194404602051,63.9435768127441,85.5,NA,7.71,NA,82.4,69.7,70,89.2,"Armenia",2.80348965093168
"37","ARM",2012,"Armenia","ARM",3,16,11,0,0,6,4,0,0,5,4,0,0,8,6,0,0,32,25,0,0.69,0.67,0.8,0.75,0,0.78,-0.5231,0,"0.0727","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",30.48,74.4520975609756,10619320048.5857,3.99123581030387,36.839,43.914478302002,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",65,"Armenia",2,20,44.7628631591797,64.0685882568359,85.4,NA,7.75,NA,87.8,68.8,70,89.3,"Armenia",2.80049241104294
"38","ARM",2013,"Armenia","ARM",3,16,11,0,0,6,4,0,0,5,4,0,0,8,6,0,0,32,25,0,0.69,0.67,0.8,0.75,0,0.78,-0.4618,0,"0.0613","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",31.54,74.5613658536585,11121465767.4067,3.43830975022473,37.025,43.3109016418457,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",61,"Armenia",2,20,44.2245674133301,69.7015533447266,85.4,NA,7.7,NA,87.6,69.4,70,88,"Armenia",2.95067726666667
"39","ARM",2014,"Armenia","ARM",3,16,11,0,0,6,4,0,0,5,4,0,0,8,6,0,0,32,25,0,0.69,0.67,0.8,0.75,0,0.78,-0.4409,0,"0.0210","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",31.48,74.6757073170732,11609512939.7543,3.58814105061014,37.188,44.2546081542969,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",62,"Armenia",2,20,NA,NA,85.5,NA,7.71,NA,83.1,68.9,70,86.5,"Armenia",2.91979073962326
"40","ARM",2015,"Armenia","ARM",3,16,11,0,0,6,4,0,0,5,4,0,0,8,6,0,0,32,25,0,0.69,0.67,0.8,0.75,0,0.78,-0.4514,0,"-0.0105","Europe & Central Asia","Lower middle income","Asia","Western Asia","Western Asia","Developing","AM","Armenia",NA,NA,10529182498.3475,3.48590545343081,37.327,NA,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend","Armenia",61,"Armenia",2,20,NA,NA,85.4,NA,NA,NA,82.7,67.1,70,84.4,"Armenia",2.96128028244372
"41","AUS",2006,"Australia","AUS",5,16,0,0,0,6,0,0,0,5,1,0,0,8,1,0,0,32,2,0,0,0,0.2,0.13,0,0.06,1.9948,0,"0.0207","East Asia & Pacific","High income","Oceania","Australia and New Zealand","Australia and New Zealand","Developed","AU","Australia",NA,81.0414634146342,746880802635.52,6.40233729290233,11.85,71.4829177856445,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified","Australia",19,"Australia",1,6,84.8473434448242,77.2908096313477,77.4,NA,8.11,8.27132404028299,90.9,79.9,90,58.9,"Australia",6.17906656603338
"42","AUS",2007,"Australia","AUS",5,16,0,0,0,6,1,0,0,5,1,0,0,8,1,0,0,32,3,0,0,0.17,0.2,0.13,0,0.09,2.0458,0.0313,"0.0511","East Asia & Pacific","High income","Oceania","Australia and New Zealand","Australia and New Zealand","Developed","AU","Australia",NA,81.2926829268293,853053309256.497,8.22064587477826,11.702,72.5199508666992,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified","Australia",21,"Australia",1,7,84.6366195678711,78.0501708984375,83.8,NA,8.15,8.31211971978732,89.1,81.1,90,59.5,"Australia",6.39878100637845
"43","AUS",2008,"Australia","AUS",5,16,0,0,0,6,1,0,0,5,2,0,0,8,1,0,0,32,4,0,0,0.17,0.4,0.13,0,0.13,2.0728,0.0313,"0.0269","East Asia & Pacific","High income","Oceania","Australia and New Zealand","Australia and New Zealand","Developed","AU","Australia",35.63,81.3951219512195,1054557743957.03,10.2495640430058,11.555,72.9185409545898,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified","Australia",21,"Australia",1,7,84.2291030883789,73.1691131591797,83.8,NA,8.05,8.21013052067079,90.3,82.2,90,59.2,"Australia",6.4499724757764
